cm-1,AuNP_0,AuNP_15,AuNP_30,AuNP_60,AuNP_120
800.0,2.780375953795675,2.7737564383519855,2.763031434605614,2.113015546815299,2.1225287252388116
801.0,2.647596083121734,2.6402861602761942,2.6306510360870496,2.050845555061458,2.0553578463982842
802.0,2.516351239854428,2.5091039441102745,2.500566251415629,1.983494730661463,1.980436481537696
803.0,2.3881764514003927,2.3817351644608054,2.3735422852070647,1.9109630736153147,1.9003481259970676
804.0,2.2646067451662626,2.258942508631078,2.2511095466927857,1.8358410002460899,1.8176762751164184
805.0,2.1471771485586735,2.143014038530963,2.134798445104221,1.758128510553788,1.7362961719057797
806.0,2.036655175280942,2.033949754160459,2.025374185057084,1.683006437184563,1.657499564035161
807.0,1.9345758527397041,1.932512342822858,1.9243671757828043,1.6104747801384147,1.582578199174573
808.0,1.8417066946382772,1.8394644918214496,1.831012212665667,1.5379431230922664,1.5128238249940253
809.0,1.7580477009766613,1.7548062011562338,1.746074500321386,1.4731827150153483,1.4469446938235084
810.0,1.682063844348221,1.6793001581305007,1.6703192433656762,1.4136031395845836,1.3862325533330317
811.0,1.6152901521595917,1.6129463627442506,1.6029812371828227,1.3592043967999725,1.3319791511926058
812.0,1.5561915970041382,1.5542194403909027,1.5448256863885401,1.3151673193076683,1.2828927397322205
813.0,1.5047681788818605,1.5038820783737472,1.493556977135686,1.2737206581384406,1.240265066621886
814.0,1.460252384089441,1.4596462147829137,1.44917510942426,1.240045245938443,1.2028043841915919
815.0,1.4195741578136094,1.4207491623151118,1.4086192647914053,1.2063698337384459,1.166635449431308
816.0,1.3827335000543657,1.3833774844538904,1.3711242386214073,1.175284837861525,1.1343417576810544
817.0,1.345892842295122,1.3467684938959592,1.3343944170671236,1.1441998419846044,1.102048065930801
818.0,1.307517157129243,1.307108754124867,1.2961341862814115,1.1131148461076836,1.0684626265105373
819.0,1.2653039034467761,1.264398265140614,1.2540479324171283,1.0768490175846095,1.0335854394202635
820.0,1.218485567544404,1.2155862777300392,1.2066052462428454,1.0405831890615354,0.9935412616499492
821.0,1.1647596083121734,1.1614354791964328,1.1522757185271342,0.996546111569231,0.9483300931995942
822.0,1.10566105315672,1.1019458695397946,1.0933549631171375,0.9473282014307733,0.8979519340691987
823.0,1.0434924431879962,1.0401681979732855,1.0313733892442838,0.8929294586461621,0.8436985319287729
824.0,0.9820913469225899,0.9799159010133571,0.9693918153714303,0.8359402995384743,0.7907368774583572
825.0,0.9252953328770891,0.9242397278731702,0.9120014691928623,0.781541556753863,0.7403587183279616
826.0,0.8761744558647641,0.8754277404625953,0.8630283737871508,0.7349140629384819,0.6951475498776069
827.0,0.8362637432922501,0.8365306879947934,0.8240029383857244,0.6960578180923311,0.6563951197773026
828.0,0.8063307088628645,0.8067858831664743,0.7956903676042975,0.6649728222154104,0.6253931756970592
829.0,0.7863753525766074,0.7877187005842184,0.7765602522114414,0.6416590753077199,0.6008499699668666
830.0,0.7748626470268437,0.7762783910348651,0.765847387591442,0.6287069936923363,0.5840572502567347
831.0,0.7717925922135734,0.773227641821704,0.7620213645128708,0.6235261610461829,0.5750150165666638
832.0,0.7748626470268437,0.7770410783381552,0.7650821829757277,0.6235261610461829,0.5698480258866232
833.0,0.7848403251699724,0.7877187005842184,0.7742646383642987,0.6287069936923363,0.5698480258866232
834.0,0.8009581129396414,0.8029724466500231,0.7895687306785836,0.6390686589846433,0.5763067642366739
835.0,0.8224484966325336,0.8243276911421498,0.8109944599185823,0.6520207406000268,0.586640745596755
836.0,0.8493114762486488,0.8510217467573078,0.8377766214685808,0.6727440711846406,0.6034334653068869
837.0,0.880012024381352,0.8807665515856269,0.8691500107128647,0.6960578180923311,0.6253931756970592
