cm-1,CB-5e-4_0,CB-5e-4_30,CB-5e-4_120,CB-5e-4_9001
1299.841,0.04802204385180086,0.030015113693399136,0.03079614878128491,0.031400752600743126
1301.77,0.04577484902395011,0.028105251542331063,0.028881055638756842,0.02945630525426294
1303.698,0.04369447416192924,0.02664966666876394,0.02740574636178657,0.02794880029027353
1305.627,0.041751365562403886,0.02555624960374564,0.02628336094952983,0.026797163000330037
1307.556,0.03993885487774524,0.024743661439172924,0.025437794987060197,0.025930116123133503
1309.484,0.038261849017439495,0.02414335972433044,0.024803688949727377,0.02528448433674633
1311.413,0.03672526644976615,0.023692976792413636,0.02431776163258315,0.024795609738986812
1313.341,0.035322888713348224,0.02333197312654045,0.02391720049720374,0.024397281018275305
1315.27,0.03403654949682564,0.023003126853647957,0.023542007504188677,0.024025572044728195
1317.198,0.03284490941784518,0.02266018570919622,0.023147608194442903,0.02363148333845378
1319.127,0.031731502048623746,0.02227552739525529,0.022709951541690757,0.023188689634460916
